0,434,5
0,488,1
0,169,1
0,433,5
0,276,5
0,419,2
0,466,5
0,290,2
0,24,5
0,69,4
0,122,5
0,442,5
0,171,1
0,415,5
0,332,5
0,219,2
0,263,1
0,335,2
0,126,3
0,41,4
0,161,2
0,323,3
0,422,2
0,285,1
0,108,1
0,162,5
0,159,5
0,226,5
0,440,5
0,236,2
0,15,4
0,260,5
0,315,5
0,286,4
0,389,5
0,257,1
0,457,5
0,32,5
0,173,2
0,177,2
0,88,5
0,221,4
0,57,5
0,35,3
0,50,2
0,343,3
0,65,5
0,307,5
0,368,5
0,497,5
0,105,1
0,406,5
0,0,1
0,132,1
0,284,5
0,213,1
0,446,5
0,350,5
0,170,5
0,211,1
0,487,3
0,297,3
0,467,4
0,141,4
0,486,1
0,97,5
0,393,5
0,480,5
0,247,2
0,186,3
0,51,5
0,250,5
0,33,5
0,16,3
0,470,1
0,347,1
0,317,1
0,324,3
0,394,1
0,266,5
0,118,2
0,199,2
0,405,3
0,330,1
0,306,1
0,136,1
0,464,5
0,158,5
0,179,2
0,163,2
0,99,2
0,36,2
0,494,4
0,246,1
0,499,5
0,212,5
0,409,3
0,325,1
0,192,5
0,243,1
0,270,5
0,395,5
0,468,4
0,337,1
0,62,3
0,328,3
0,309,5
0,331,1
0,72,5
0,268,5
0,367,5
0,477,5
0,479,4
0,426,3
0,214,4
0,374,5
0,187,4
0,75,5
0,339,1
0,445,5
0,176,4
0,245,5
0,305,5
0,10,5
0,462,2
0,273,5
0,100,5
0,103,5
0,124,4
0,22,1
0,191,2
0,283,3
0,8,1
0,414,1
0,190,3
0,429,2
0,400,2
0,349,4
0,282,1
0,87,1
0,254,4
0,401,5
0,168,5
0,19,5
0,107,5
0,27,5
0,119,5
0,40,4
0,404,2
0,388,1
1,367,5
1,16,4
1,29,2
1,14,1
1,206,1
1,454,1
1,374,2
1,241,5
1,391,1
1,72,4
1,118,5
1,402,5
1,145,1
1,290,5
1,75,1
1,499,2
1,479,4
1,187,5
1,378,3
1,415,2
1,405,5
1,354,1
1,382,5
1,194,5
1,82,5
1,279,5
1,282,5
1,242,3
1,65,1
1,300,1
1,81,3
1,262,5
1,393,4
1,40,2
1,260,1
1,204,5
1,199,3
1,205,1
1,477,1
1,261,5
1,457,5
1,470,5
1,35,1
1,125,1
1,245,4
1,471,4
1,197,1
1,174,4
1,422,5
1,99,5
1,387,3
1,249,5
1,170,3
1,169,5
1,176,3
1,112,5
1,119,5
1,89,4
1,494,1
1,444,4
1,12,3
1,239,5
1,15,5
1,429,5
1,296,5
1,377,5
1,52,4
1,458,4
1,0,5
1,203,3
1,320,2
1,175,5
1,314,2
1,366,5
1,434,3
1,385,3
1,467,5
1,183,1
1,186,5
1,221,1
1,86,1
1,484,2
1,202,2
1,272,1
1,74,2
1,485,1
1,495,1
1,158,4
1,399,5
1,201,3
1,478,5
1,289,3
1,156,5
1,190,1
1,493,1
1,233,5
1,351,1
1,423,2
1,327,5
1,1,1
1,128,1
1,319,4
1,67,1
1,192,4
1,165,4
1,224,2
1,33,1
1,263,5
1,166,5
1,312,1
1,460,5
1,273,3
1,96,3
1,412,5
1,200,1
