0,48,1
0,125,1
0,137,1
0,140,1
0,176,1
0,267,3
0,510,1
0,586,1
0,771,5
0,940,1
1,115,4
1,203,3
1,205,4
1,265,4
1,461,4
1,679,2
1,692,3
1,754,2
1,808,3
1,853,5
2,99,3
2,161,3
2,168,3
2,173,3
2,191,3
2,206,2
2,212,3
2,592,3
2,728,2
2,897,3
3,99,1
3,266,1
3,387,1
3,404,1
3,409,1
3,576,1
3,588,1
3,880,1
3,894,1
3,929,1
4,135,1
4,448,1
4,499,1
4,602,1
4,606,1
4,610,1
4,691,1
4,728,1
4,848,1
4,898,1
5,14,2
5,163,1
5,295,1
5,443,2
5,449,1
5,452,1
5,678,1
5,816,1
5,819,3
5,864,2
6,78,1
6,219,1
6,229,1
6,292,1
6,469,1
6,611,1
6,807,1
6,872,1
6,919,1
6,921,1
7,67,1
7,160,2
7,355,1
7,547,1
7,779,2
7,782,2
7,787,1
7,819,1
7,872,1
7,996,1
8,108,2
8,120,3
8,161,2
8,259,1
8,263,2
8,384,2
8,533,2
8,573,3
8,626,1
8,998,1
9,41,3
9,290,4
9,382,1
9,462,1
9,466,2
9,500,2
9,656,4
9,894,4
9,905,4
9,964,2
10,8,3
10,14,3
10,152,4
10,198,2
10,240,2
10,555,2
10,813,1
10,845,1
10,874,1
10,986,1
11,5,3
11,18,4
11,22,2
11,163,1
11,284,2
11,456,2
11,473,3
11,763,2
11,859,3
11,977,1
12,47,4
12,82,5
12,147,5
12,156,4
12,261,4
12,392,4
12,475,4
12,572,5
12,586,4
12,682,4
13,79,1
13,157,1
13,307,1
13,377,2
13,475,1
13,510,1
13,517,1
13,600,1
13,610,1
13,670,2
14,115,1
14,196,3
14,294,1
14,323,1
14,443,1
14,477,1
14,519,1
14,690,1
14,862,1
14,910,1
15,34,4
15,72,2
15,132,4
15,263,3
15,424,3
15,558,2
15,769,3
15,778,3
15,841,2
15,854,4
16,23,4
16,27,1
16,32,1
16,139,1
16,153,3
16,216,1
16,309,2
16,319,2
16,456,1
16,959,1
17,4,1
17,49,4
17,162,1
17,543,4
17,574,4
17,597,1
17,613,3
17,621,1
17,731,1
17,918,4
18,11,1
18,96,2
18,310,2
18,413,2
18,568,2
18,627,2
18,743,2
18,749,2
18,755,2
18,824,2
19,78,2
19,158,1
19,245,2
19,423,2
19,436,1
19,467,1
19,619,2
19,698,1
19,781,1
19,969,3
20,52,1
20,241,1
20,349,2
20,352,3
20,500,1
20,776,2
20,791,2
20,841,1
20,873,2
20,996,2
21,20,2
21,79,1
21,141,2
21,157,1
21,169,2
21,457,1
21,676,1
21,844,3
21,873,1
21,953,1
22,78,1
22,165,4
22,312,3
22,621,3
22,774,1
22,847,1
22,874,1
22,898,1
22,904,5
22,937,4
23,178,2
23,235,2
23,251,4
23,567,3
23,579,4
23,705,2
23,730,3
23,844,1
23,914,2
23,979,2
24,96,3
24,111,3
24,212,4
24,270,3
24,281,3
24,668,3
24,800,3
24,894,3
24,951,3
24,962,3
25,283,1
25,335,4
25,368,1
25,400,1
25,447,5
25,504,3
25,561,1
25,705,2
25,747,2
25,783,1
26,109,3
26,129,4
26,300,3
26,302,4
26,363,3
26,468,2
26,526,2
26,865,5
26,874,1
26,930,2
27,56,4
27,193,5
27,296,2
27,359,2
27,474,4
27,513,3
27,559,2
27,694,1
27,915,2
27,924,1
28,60,3
28,70,2
28,101,4
28,119,3
28,269,3
28,504,2
28,591,2
28,715,4
28,731,2
28,760,1
29,117,1
29,168,2
29,254,5
29,286,2
29,325,3
29,327,1
29,340,4
29,359,1
29,455,1
29,549,1
30,300,1
30,459,2
30,500,1
30,606,1
30,659,1
30,712,4
30,751,1
30,793,1
30,939,1
30,992,1
31,51,1
31,72,1
31,100,1
31,560,1
31,618,1
31,697,1
31,783,2
31,907,1
31,945,3
31,978,1
32,44,2
32,237,3
32,259,3
32,406,2
32,551,3
32,606,1
32,725,1
32,754,2
32,903,4
32,979,3
33,63,3
33,115,3
33,308,3
33,346,2
33,396,2
33,533,3
33,569,2
33,809,2
33,823,3
33,940,2
34,37,2
34,85,3
34,123,3
34,215,1
34,245,3
34,480,1
34,515,3
34,554,3
34,642,2
34,656,2
35,8,2
35,92,4
35,114,2
35,254,1
35,415,1
35,507,4
35,559,2
35,579,1
35,619,1
35,899,1
36,128,1
36,225,2
36,435,1
36,654,1
36,721,1
36,769,1
36,838,1
36,914,1
36,927,1
36,948,2
37,11,4
37,77,5
37,133,3
37,196,1
37,220,1
37,352,2
37,374,1
37,545,1
37,780,3
37,945,4
38,132,3
38,178,1
38,362,1
38,433,1
38,569,3
38,613,2
38,702,2
38,872,2
38,940,1
38,946,1
39,22,1
39,98,2
39,243,2
39,257,1
39,519,3
39,577,1
39,668,1
